SPMNKEY,AccNum,SPECID,forma,LatinName,Herb,Collectors,Coll. #,Day,Month,Yr,TEXTDATE,Habitat,Abundance,County,Prov_State,Country,Locality,NB,SOURCE,LOAN,UTMZ,UTME,UTMN,LATDEG,LATMIN,LATSEC,LATDIR,LONGDEG,LONGMIN,LONGSEC,LONGDIR,Projection,Prec.,Grid Ref.,GeoRefBy,Phenology,Collection id,DetAnnList,Notes,Creation Date,Modification Date,Comments,Databaser,Access#Form,Coll#Form,DateForm,Co.Form,utmform,Det BY,Nform,Wform,HabitatForm,LocalForm,NotesForm,CheckDuplicates,LatDec,LatForm,LongDec,LongForm,FormaForm,AbunForm,RareLoc,Rare Lat,Rare Long,Include,CheckFind,Labeled,Correct SpmNumb,SPMNKEYold,DETERMINER,Digital Lat,Digital Long,latinForm,count,specimen count,DigitalLatFORM,DigitalLongFORM
71125,NA,,,“scirpus”,UNB,"C.D. Tyrrell, N. Flaten",307,19,8,2010,19 Aug 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 300 m W of local road 23 W culvert, 2 km SSE of Oakville, 1.3 km E of Provincial Trunk Highway 13. “ERUP”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.91388 N  97.99178 W,shortt,   Accession # NA,Collector's # 307,19/8/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 300 m W of local road 23 W culvert, 2 km SSE of Oakville, 1.3 km E of Provincial Trunk Highway 13. “ERUP”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 300 m W of local road 23 W culvert, 2 km SSE of Oakville, 1.3 km E of Provincial Trunk Highway 13. “ERUP”",,,,,,,71125,,49.91388,-97.99178,“scirpus”,56985,56985,49.9139º N ,-97.9918º W 
71126,NA,,,“scirpus”,UNB,"C.D. Tyrrell, N. Flaten",307,19,8,2010,19 Aug 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 300 m W of local road 23 W culvert, 2 km SSE of Oakville, 1.3 km E of Provincial Trunk Highway 13. “ERUP”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.91388 N  97.99178 W,shortt,   Accession # NA,Collector's # 307,19/8/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 300 m W of local road 23 W culvert, 2 km SSE of Oakville, 1.3 km E of Provincial Trunk Highway 13. “ERUP”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 300 m W of local road 23 W culvert, 2 km SSE of Oakville, 1.3 km E of Provincial Trunk Highway 13. “ERUP”",,,,,,,71126,,49.91388,-97.99178,“scirpus”,56985,56985,49.9139º N ,-97.9918º W 
71127,NA,,,“scirpus”,UNB,"C.D. Tyrrell, N. Flaten",307,19,8,2010,19 Aug 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 300 m W of local road 23 W culvert, 2 km SSE of Oakville, 1.3 km E of Provincial Trunk Highway 13. “ERUP”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.91388 N  97.99178 W,shortt,   Accession # NA,Collector's # 307,19/8/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 300 m W of local road 23 W culvert, 2 km SSE of Oakville, 1.3 km E of Provincial Trunk Highway 13. “ERUP”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 300 m W of local road 23 W culvert, 2 km SSE of Oakville, 1.3 km E of Provincial Trunk Highway 13. “ERUP”",,,,,,,71127,,49.91388,-97.99178,“scirpus”,56985,56985,49.9139º N ,-97.9918º W 
71141,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",323,21,8,2010,21 Aug 2010,,,Cartier Rural Municipality,Manitoba,Canada,"Elm Creek Channel. 150 m E of Provincial Road 248 bridge, 8 km N of Fannystelle “ECC”",,,,,,,,,,,,,,,,4,,Collector,,,,240 m,2012-07-26,2015-07-08,49.8120 N  97.7753 W,shortt,   Accession # NA,Collector's # 323,21/8/2010/,Cartier Rural Municipality Co.,,,,,,"Locality:  Elm Creek Channel. 150 m E of Provincial Road 248 bridge, 8 km N of Fannystelle “ECC”. ",Notes:  240 m.,Duplicate,,,,,,,"Elm Creek Channel. 150 m E of Provincial Road 248 bridge, 8 km N of Fannystelle “ECC”",,,,,,,71141,,49.812,-97.7753,Bryophyte,56985,56985,49.812º N ,-97.7753º W 
71142,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",323,21,8,2010,21 Aug 2010,,,Cartier Rural Municipality,Manitoba,Canada,"Elm Creek Channel. 150 m E of Provincial Road 248 bridge, 8 km N of Fannystelle “ECC”",,,,,,,,,,,,,,,,4,,Collector,,,,240 m,2012-07-26,2015-07-08,49.8120 N  97.7753 W,shortt,   Accession # NA,Collector's # 323,21/8/2010/,Cartier Rural Municipality Co.,,,,,,"Locality:  Elm Creek Channel. 150 m E of Provincial Road 248 bridge, 8 km N of Fannystelle “ECC”. ",Notes:  240 m.,Duplicate,,,,,,,"Elm Creek Channel. 150 m E of Provincial Road 248 bridge, 8 km N of Fannystelle “ECC”",,,,,,,71142,,49.812,-97.7753,Bryophyte,56985,56985,49.812º N ,-97.7753º W 
71143,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",323,21,8,2010,21 Aug 2010,,,Cartier Rural Municipality,Manitoba,Canada,"Elm Creek Channel. 150 m E of Provincial Road 248 bridge, 8 km N of Fannystelle “ECC”",,,,,,,,,,,,,,,,4,,Collector,,,,240 m,2012-07-26,2015-07-08,49.8120 N  97.7753 W,shortt,   Accession # NA,Collector's # 323,21/8/2010/,Cartier Rural Municipality Co.,,,,,,"Locality:  Elm Creek Channel. 150 m E of Provincial Road 248 bridge, 8 km N of Fannystelle “ECC”. ",Notes:  240 m.,Duplicate,,,,,,,"Elm Creek Channel. 150 m E of Provincial Road 248 bridge, 8 km N of Fannystelle “ECC”",,,,,,,71143,,49.812,-97.7753,Bryophyte,56985,56985,49.812º N ,-97.7753º W 
71145,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",327,30,9,2010,30 Sep 2010,"Cobble/sand substrate. Water velocity swift to moderate (ca. 0.7 m/s), depth 0.3 m",,Northumberland County,New Brunswick,Canada,"Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River",,,,,,,,,,,,,,,,4,,Collector,,,,19.5 m,2012-07-26,2015-07-08,45.92921 N  66.65608 W,shortt,   Accession # NA,Collector's # 327,30/9/2010/,Northumberland County Co.,,,,,"Habitat:  Cobble/sand substrate. Water velocity swift to moderate (ca. 0.7 m/s), depth 0.3 m. ","Locality:  Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River. ",Notes:  19.5 m.,Duplicate,,,,,,,"Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River",,,,,,,71145,,45.92921,66.65608,Potamogeton,56985,56985,45.9292º N ,66.6561º W 
71146,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",327,30,9,2010,30 Sep 2010,"Cobble/sand substrate. Water velocity swift to moderate (ca. 0.7 m/s), depth 0.3 m",,Northumberland County,New Brunswick,Canada,"Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River",,,,,,,,,,,,,,,,4,,Collector,,,,19.5 m,2012-07-26,2015-07-08,45.92921 N  66.65608 W,shortt,   Accession # NA,Collector's # 327,30/9/2010/,Northumberland County Co.,,,,,"Habitat:  Cobble/sand substrate. Water velocity swift to moderate (ca. 0.7 m/s), depth 0.3 m. ","Locality:  Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River. ",Notes:  19.5 m.,Duplicate,,,,,,,"Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River",,,,,,,71146,,45.92921,66.65608,Potamogeton,56985,56985,45.9292º N ,66.6561º W 
71147,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",327,30,9,2010,30 Sep 2010,"Cobble/sand substrate. Water velocity swift to moderate (ca. 0.7 m/s), depth 0.3 m",,Northumberland County,New Brunswick,Canada,"Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River",,,,,,,,,,,,,,,,4,,Collector,,,,19.5 m,2012-07-26,2015-07-08,45.92921 N  66.65608 W,shortt,   Accession # NA,Collector's # 327,30/9/2010/,Northumberland County Co.,,,,,"Habitat:  Cobble/sand substrate. Water velocity swift to moderate (ca. 0.7 m/s), depth 0.3 m. ","Locality:  Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River. ",Notes:  19.5 m.,Duplicate,,,,,,,"Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River",,,,,,,71147,,45.92921,66.65608,Potamogeton,56985,56985,45.9292º N ,66.6561º W 
71148,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",327,30,9,2010,30 Sep 2010,"Cobble/sand substrate. Water velocity swift to moderate (ca. 0.7 m/s), depth 0.3 m",,Northumberland County,New Brunswick,Canada,"Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River",,,,,,,,,,,,,,,,4,,Collector,,,,19.5 m,2012-07-26,2015-07-08,45.92921 N  66.65608 W,shortt,   Accession # NA,Collector's # 327,30/9/2010/,Northumberland County Co.,,,,,"Habitat:  Cobble/sand substrate. Water velocity swift to moderate (ca. 0.7 m/s), depth 0.3 m. ","Locality:  Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River. ",Notes:  19.5 m.,Duplicate,,,,,,,"Dungarvon River. Near shore opposite Camp Cole (Scouts Canada), 1.5 km upstream of confluence with Renous River",,,,,,,71148,,45.92921,66.65608,Potamogeton,56985,56985,45.9292º N ,66.6561º W 
79239,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-02,2016-03-02,,Admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,79239,,,,,56985,56985,,
79253,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-02,2016-03-02,,Admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,79253,,,,,56985,56985,,
79292,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-16,2016-03-16,,Admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,79292,,,,,56985,56985,,
79294,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-16,2016-03-16,,Admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,79294,,,,,56985,56985,,
79295,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-16,2016-03-16,,Admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,79295,,,,,56985,56985,,
79410,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-30,2016-03-30,,Admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,79410,,,,,56985,56985,,
79422,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-30,2016-03-30,,Admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,79422,,,,,56985,56985,,
79432,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-30,2016-03-30,,Admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,79432,,,,,56985,56985,,
78421,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-23,2016-03-30,,admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,78421,,,,,56985,56985,,
78423,,,,,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-23,2016-03-30,,admin,,,00/00/00,,,,,,,,,Duplicate,,,,,,,,,,,,,,78423,,,,,56985,56985,,
